,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Category,Age_Category
359,460162,0,0,19,0,Healthcare,0.0,Low,4.0,Cat_2,18-30
360,460166,0,0,19,0,Healthcare,0.0,Low,7.0,Cat_2,18-30
361,460167,0,0,23,0,Entertainment,1.0,Low,5.0,Cat_2,18-30
362,460168,1,1,83,1,Executive,0.0,High,2.0,Cat_2,81-90
363,460171,0,1,62,1,Artist,1.0,High,2.0,Cat_6,61-70
364,460174,0,0,43,1,Artist,9.0,Low,4.0,Cat_6,41-50
365,460175,0,0,27,0,Artist,0.0,Low,5.0,Cat_2,18-30
366,460177,1,0,50,1,Artist,0.0,Low,1.0,Cat_6,41-50
367,460179,0,0,23,0,Entertainment,0.0,Low,6.0,Cat_2,18-30
368,460183,1,0,35,0,Entertainment,9.0,Low,2.0,Cat_6,31-40
369,460185,1,0,32,0,Healthcare,9.0,Low,3.0,Cat_6,31-40
370,460187,0,0,42,1,Doctor,2.0,Low,3.0,Cat_6,41-50
371,460189,1,0,33,0,Entertainment,13.0,Low,1.0,Cat_6,31-40
372,460190,0,0,28,1,Entertainment,9.0,Low,3.0,Cat_6,18-30
373,460192,1,1,35,1,Other,1.0,Low,2.0,Cat_7,31-40
374,460196,0,0,35,1,Healthcare,9.0,Low,2.0,Cat_6,31-40
375,460206,0,1,39,1,Entertainment,0.0,Low,2.0,Cat_6,31-40
376,460211,1,1,28,1,Artist,6.0,Low,1.0,Cat_6,18-30
377,460212,1,1,35,1,Entertainment,11.0,Low,6.0,Cat_6,31-40
378,460214,0,1,45,1,Engineer,0.0,Average,2.0,Cat_6,41-50
379,460222,0,1,73,1,Lawyer,4.0,High,2.0,Cat_6,71-80
380,460223,1,0,52,0,Entertainment,1.0,Low,1.0,Cat_6,51-60
381,460227,1,0,28,0,Healthcare,0.0,Low,3.0,Cat_6,18-30
382,460242,1,1,38,1,Healthcare,9.0,Low,3.0,Cat_6,31-40
383,460243,0,0,42,1,Entertainment,8.0,Low,1.0,Cat_6,41-50
384,460247,0,0,26,0,Doctor,9.0,Low,2.0,Cat_6,18-30
385,460248,0,0,27,1,Healthcare,7.0,Low,2.0,Cat_6,18-30
386,460252,1,1,41,1,Artist,0.0,Low,2.0,Cat_6,41-50
387,460263,1,1,41,1,Artist,1.0,Low,2.0,Cat_6,41-50
388,460265,1,1,47,1,Executive,0.0,High,4.0,Cat_6,41-50
389,460270,1,0,35,1,Doctor,8.0,Low,1.0,Cat_6,31-40
390,460272,0,0,88,1,Lawyer,0.0,Low,1.0,Cat_6,81-90
391,460275,0,0,46,1,Artist,6.0,Low,1.0,Cat_6,41-50
392,460276,0,1,41,1,Artist,3.0,Low,2.0,Cat_6,41-50
393,460281,0,0,30,1,Doctor,10.0,Low,5.0,Cat_6,18-30
394,460283,1,1,43,1,Doctor,12.0,Low,2.0,Cat_6,41-50
395,460284,0,0,29,1,Entertainment,9.0,Low,2.0,Cat_6,18-30
396,460287,1,1,48,1,Artist,1.0,Low,1.0,Cat_6,41-50
397,460289,0,1,61,1,Artist,4.0,Average,6.0,Cat_4,61-70
398,460298,0,0,51,1,Lawyer,2.0,Low,1.0,Cat_6,51-60
399,460303,0,0,38,1,Artist,2.0,Low,1.0,Un_cat,31-40
400,460305,0,1,49,1,Entertainment,0.0,High,1.0,Cat_6,41-50
401,460306,0,0,43,1,Healthcare,9.0,Low,1.0,Cat_6,41-50
402,460310,1,0,27,0,Healthcare,14.0,Low,4.0,Cat_6,18-30
403,460315,0,0,35,0,Doctor,14.0,Low,6.0,Cat_7,31-40
404,460319,0,1,39,0,Doctor,4.0,Average,2.0,Cat_7,31-40
405,460322,0,1,52,0,Engineer,9.0,Low,2.0,Cat_6,51-60
406,460323,0,0,38,1,Engineer,10.0,Low,1.0,Cat_6,31-40
407,460324,0,0,30,1,Entertainment,12.0,Low,2.0,Cat_6,18-30
408,460327,0,0,43,1,Artist,10.0,Low,1.0,Cat_6,41-50
409,460333,0,0,42,0,Entertainment,10.0,Low,4.0,Cat_6,41-50
410,460336,0,0,46,1,Artist,2.0,Low,1.0,Cat_7,41-50
411,460340,0,0,47,1,Artist,11.0,Low,2.0,Cat_6,41-50
412,460341,0,0,32,0,Entertainment,13.0,Low,5.0,Cat_7,31-40
413,460344,0,1,53,1,Artist,11.0,Average,2.0,Cat_6,51-60
414,460346,0,1,43,1,Artist,12.0,Average,2.0,Cat_6,41-50
415,460348,0,0,39,1,Artist,0.0,Low,2.0,Cat_6,31-40
416,460349,1,1,42,1,Artist,3.0,Average,2.0,Cat_6,41-50
417,460354,0,0,37,1,Artist,3.0,Low,1.0,Cat_3,31-40
418,460356,1,0,19,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
419,460358,1,0,30,0,Marketing,1.0,Low,1.0,Cat_3,18-30
420,460361,0,1,49,1,Artist,0.0,Low,1.0,Cat_4,41-50
421,460362,1,1,55,1,Healthcare,0.0,Low,3.0,Cat_4,51-60
422,460365,0,1,59,1,Doctor,1.0,Low,2.0,Cat_4,51-60
423,460369,0,1,46,1,Artist,1.0,Low,2.0,Cat_6,41-50
424,460370,0,1,27,1,Executive,9.0,High,2.0,Cat_6,18-30
425,460371,0,0,25,1,Artist,1.0,Low,2.0,Cat_6,18-30
426,460378,0,0,37,1,Doctor,1.0,Low,1.0,Cat_6,31-40
427,460379,1,0,38,1,Artist,9.0,Low,3.0,Cat_6,31-40
428,460380,1,0,29,1,Entertainment,9.0,Low,3.0,Cat_6,18-30
429,460381,1,0,28,1,Artist,11.0,Low,2.0,Cat_6,18-30
430,460384,0,1,27,1,Marketing,8.0,Low,2.0,Cat_6,18-30
431,460387,0,0,42,0,Entertainment,3.0,Low,2.0,Cat_6,41-50
432,460388,0,0,43,1,Artist,14.0,Low,2.0,Cat_6,41-50
433,460389,0,1,40,1,Healthcare,8.0,Average,2.0,Cat_6,31-40
434,460390,1,0,41,1,Artist,9.0,Low,3.0,Cat_6,41-50
435,460392,1,1,46,0,Entertainment,8.0,Low,1.0,Cat_1,41-50
436,460394,0,0,32,1,Healthcare,9.0,Low,3.0,Cat_6,31-40
437,460397,0,0,56,1,Entertainment,1.0,Low,1.0,Cat_6,51-60
438,460399,1,0,28,1,Marketing,12.0,Low,1.0,Cat_6,18-30
439,460401,0,0,25,1,Artist,0.0,Low,3.0,Cat_7,18-30
440,460404,1,1,42,1,Artist,6.0,Low,7.0,Cat_6,41-50
441,460405,0,0,41,1,Entertainment,5.0,Low,2.0,Cat_6,41-50
442,460406,1,1,36,1,Healthcare,3.0,Low,2.0,Cat_6,31-40
443,460408,0,0,42,1,Artist,2.0,Low,1.0,Cat_6,41-50
444,460409,0,0,42,1,Artist,8.0,Low,4.0,Cat_6,41-50
445,460415,0,0,55,1,Entertainment,1.0,Low,2.0,Cat_6,51-60
446,460422,1,1,52,1,Entertainment,1.0,High,2.0,Cat_6,51-60
447,460431,0,0,47,1,Engineer,1.0,Low,1.0,Cat_6,41-50
448,460434,1,1,57,1,Artist,2.0,High,3.0,Cat_6,51-60
449,460437,0,0,26,1,Artist,8.0,Low,1.0,Cat_6,18-30
450,460440,0,0,28,0,Artist,5.0,Low,2.0,Cat_6,18-30
451,460443,0,0,37,1,Doctor,0.0,Low,1.0,Cat_6,31-40
452,460447,1,1,89,0,Lawyer,0.0,Low,1.0,Cat_3,81-90
453,460449,1,0,25,0,Marketing,2.0,Low,1.0,Cat_3,18-30
454,460450,1,1,50,1,Executive,1.0,High,4.0,Cat_4,41-50
455,460453,0,0,42,1,Doctor,5.0,Low,1.0,Cat_6,41-50
456,460454,1,0,48,1,Artist,1.0,Low,1.0,Cat_6,41-50
457,460457,0,0,37,1,Entertainment,9.0,Low,2.0,Cat_3,31-40
458,460459,0,0,30,0,Engineer,1.0,Low,5.0,Cat_3,18-30
459,460460,1,1,26,0,Entertainment,2.0,Low,4.0,Cat_3,18-30
460,460467,0,1,47,1,Artist,1.0,Average,2.0,Cat_6,41-50
461,460470,1,0,36,0,Healthcare,1.0,Low,4.0,Cat_4,31-40
462,460476,1,1,53,0,Doctor,1.0,Average,4.0,Cat_3,51-60
463,460477,1,0,30,0,Entertainment,1.0,Low,6.0,Cat_3,18-30
464,460484,0,0,20,0,Healthcare,4.0,Low,7.0,Cat_3,18-30
465,460485,0,0,19,0,Marketing,3.0,Low,5.0,Cat_3,18-30
466,460489,1,0,19,0,Healthcare,3.0,Low,6.0,Cat_3,18-30
467,460492,0,0,37,0,Marketing,12.0,Low,2.0,Cat_3,31-40
468,460495,1,0,20,0,Healthcare,0.0,Low,6.0,Cat_3,18-30
469,460504,1,0,39,0,Executive,1.0,Average,3.0,Cat_3,31-40
470,460505,0,0,26,1,Engineer,1.0,Low,3.0,Cat_3,18-30
471,460507,1,0,31,0,Doctor,0.0,Low,4.0,Cat_3,31-40
472,460508,1,1,31,1,Healthcare,2.0,High,3.0,Cat_3,31-40
473,460518,0,1,41,1,Engineer,9.0,Average,3.0,Cat_3,41-50
474,460522,0,1,32,0,Homemaker,1.0,Average,2.0,Cat_4,31-40
475,460541,0,1,42,1,Homemaker,0.0,Average,3.0,Cat_3,41-50
476,460542,0,1,89,0,Lawyer,1.0,Low,2.0,Cat_3,81-90
477,460545,1,1,78,0,Lawyer,1.0,High,3.0,Cat_3,71-80
478,460546,0,1,65,1,Lawyer,1.0,Low,2.0,Cat_3,61-70
479,460547,0,1,48,1,Homemaker,0.0,Average,2.0,Cat_3,41-50
480,460549,1,0,36,1,Artist,8.0,Low,2.0,Cat_3,31-40
481,460550,0,1,55,1,Artist,0.0,Average,4.0,Cat_3,51-60
482,460551,1,1,52,1,Engineer,0.0,Average,2.0,Cat_3,51-60
483,460555,1,1,52,1,Homemaker,7.0,Average,3.0,Cat_3,51-60
484,460556,0,1,41,1,Other,1.0,Low,1.0,Cat_3,41-50
485,460558,0,1,36,1,Engineer,1.0,Low,1.0,Cat_3,31-40
486,460561,0,0,37,0,Engineer,7.0,Low,1.0,Cat_3,31-40
487,460563,0,0,40,0,Healthcare,1.0,Low,2.0,Cat_1,31-40
488,460566,1,1,38,1,Homemaker,1.0,Average,2.0,Cat_3,31-40
489,460571,1,0,25,0,Doctor,0.0,Low,3.0,Cat_3,18-30
490,460572,0,0,33,1,Engineer,1.0,Low,4.0,Cat_3,31-40
491,460574,1,0,26,1,Artist,1.0,Low,1.0,Cat_3,18-30
492,460582,0,0,28,0,Entertainment,0.0,Low,1.0,Cat_3,18-30
493,460583,1,0,18,0,Marketing,0.0,Low,6.0,Cat_3,18-30
494,460585,1,0,52,0,Entertainment,0.0,Low,3.0,Cat_3,51-60
495,460586,1,0,26,1,Healthcare,0.0,Low,2.0,Cat_3,18-30
496,460588,1,0,18,0,Healthcare,0.0,Low,4.0,Cat_3,18-30
497,460597,0,0,20,0,Marketing,1.0,Low,2.0,Cat_3,18-30
498,460598,0,1,36,1,Doctor,0.0,Average,3.0,Cat_3,31-40
499,460605,1,1,27,1,Doctor,8.0,Average,2.0,Cat_4,18-30
500,460606,1,0,21,0,Healthcare,1.0,Low,5.0,Cat_7,18-30
501,460612,1,0,27,1,Entertainment,8.0,Low,4.0,Cat_3,18-30
502,460615,0,0,28,1,Healthcare,1.0,Low,2.0,Cat_3,18-30
503,460618,1,1,63,1,Lawyer,1.0,Low,4.0,Cat_3,61-70
504,460619,1,0,48,1,Entertainment,1.0,Low,2.0,Cat_3,41-50
505,460621,1,1,80,1,Lawyer,1.0,Low,2.0,Cat_3,71-80
506,460622,0,1,71,1,Lawyer,7.0,High,3.0,Cat_3,71-80
507,460626,1,1,47,0,Doctor,8.0,High,4.0,Cat_6,41-50
508,460627,0,0,22,0,Other,1.0,Low,4.0,Cat_3,18-30
509,460633,1,1,35,1,Other,1.0,High,2.0,Cat_3,31-40
510,460634,0,0,40,0,Entertainment,1.0,Low,6.0,Cat_3,31-40
511,460637,0,0,18,0,Healthcare,1.0,Low,2.0,Cat_3,18-30
512,460638,0,0,26,1,Artist,0.0,Low,4.0,Cat_3,18-30
513,460639,0,1,73,1,Lawyer,1.0,Low,5.0,Cat_1,71-80
514,460640,1,1,86,1,Lawyer,1.0,Low,1.0,Cat_3,81-90
515,460645,0,0,37,0,Doctor,1.0,Low,2.0,Cat_3,31-40
516,460646,1,1,59,1,Entertainment,1.0,Low,2.0,Cat_3,51-60
517,460653,0,0,28,0,Homemaker,8.0,Low,1.0,Cat_4,18-30
518,460656,0,1,29,1,Artist,9.0,Low,3.0,Cat_6,18-30
519,460658,0,1,37,1,Marketing,7.0,Average,3.0,Cat_6,31-40
520,460659,0,1,46,1,Marketing,1.0,Average,3.0,Cat_6,41-50
521,460660,1,0,39,1,Entertainment,6.0,Low,1.0,Cat_6,31-40
522,460661,0,0,33,0,Homemaker,8.0,Low,1.0,Cat_6,31-40
523,460668,0,0,32,1,Doctor,1.0,Low,2.0,Cat_3,31-40
524,460678,0,0,32,0,Doctor,6.0,Low,2.0,Cat_3,31-40
525,460686,0,0,25,0,Homemaker,8.0,Low,1.0,Cat_3,18-30
526,460687,0,1,48,1,Homemaker,9.0,Average,2.0,Cat_3,41-50
527,460691,0,0,27,0,Homemaker,8.0,Low,1.0,Cat_3,18-30
528,460702,0,0,49,1,Artist,1.0,Low,1.0,Cat_6,41-50
529,460703,0,1,33,1,Engineer,8.0,Average,5.0,Cat_4,31-40
530,460706,0,0,33,0,Engineer,7.0,Low,6.0,Cat_4,31-40
531,460708,1,1,39,1,Artist,0.0,Low,3.0,Cat_6,31-40
532,460716,1,1,50,1,Entertainment,0.0,Average,4.0,Cat_6,41-50
533,460719,0,1,84,1,Lawyer,0.0,Low,2.0,Cat_3,81-90
534,460720,0,1,46,1,Artist,0.0,Average,2.0,Cat_6,41-50
535,460722,1,1,31,0,Entertainment,0.0,Average,3.0,Cat_3,31-40
536,460726,1,1,57,1,Artist,3.0,Average,2.0,Cat_6,51-60
537,460727,1,1,73,0,Executive,1.0,High,4.0,Cat_3,71-80
538,460729,1,1,36,1,Entertainment,9.0,Low,4.0,Cat_6,31-40
539,460733,1,0,53,1,Marketing,2.0,Low,4.0,Cat_6,51-60
540,460734,1,1,41,1,Entertainment,9.0,Average,2.0,Cat_2,41-50
541,460738,0,0,53,0,Engineer,0.0,Low,2.0,Cat_7,51-60
542,460740,1,1,35,1,Artist,2.0,Average,3.0,Cat_6,31-40
543,460743,1,1,62,1,Artist,0.0,Average,3.0,Cat_6,61-70
544,460746,1,0,23,0,Marketing,0.0,Low,3.0,Cat_6,18-30
545,460763,1,0,51,1,Artist,1.0,Low,2.0,Cat_6,51-60
546,460769,0,1,83,0,Lawyer,1.0,High,2.0,Cat_6,81-90
547,460780,0,0,26,1,Healthcare,0.0,Low,2.0,Cat_3,18-30
548,460783,1,1,86,1,Lawyer,1.0,Low,1.0,Cat_6,81-90
549,460785,1,0,26,1,Healthcare,0.0,Low,4.0,Cat_7,18-30
550,460789,1,1,42,1,Executive,0.0,Low,3.0,Cat_6,41-50
551,460794,0,1,41,1,Homemaker,9.0,Low,1.0,Cat_6,41-50
552,460796,1,1,67,0,Lawyer,0.0,Low,3.0,Cat_6,61-70
553,460802,1,1,68,1,Lawyer,1.0,High,2.0,Cat_6,61-70
554,460811,0,1,45,0,Engineer,0.0,High,2.0,Cat_6,41-50
555,460813,0,1,86,0,Lawyer,0.0,High,2.0,Cat_6,81-90
556,460815,1,1,62,1,Artist,0.0,High,2.0,Cat_3,61-70
557,460822,1,1,42,1,Artist,1.0,Low,2.0,Cat_6,41-50
558,460825,1,0,26,1,Doctor,0.0,Low,3.0,Cat_4,18-30
559,460828,1,0,48,0,Entertainment,1.0,Low,1.0,Cat_6,41-50
560,460830,1,1,40,0,Entertainment,3.0,Average,5.0,Cat_2,31-40
561,460831,1,0,20,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
562,460837,0,0,25,1,Artist,1.0,Low,1.0,Cat_5,18-30
563,460838,1,0,37,1,Artist,1.0,Low,2.0,Cat_6,31-40
564,460840,1,1,77,1,Lawyer,1.0,Low,1.0,Cat_6,71-80
565,460844,1,1,50,1,Healthcare,1.0,Low,2.0,Cat_6,41-50
566,460846,0,0,22,0,Marketing,0.0,Low,4.0,Cat_6,18-30
567,460847,1,0,26,1,Artist,1.0,Low,3.0,Cat_6,18-30
568,460851,1,1,71,0,Doctor,0.0,Average,3.0,Cat_6,71-80
569,460855,1,1,50,1,Artist,1.0,Low,2.0,Cat_6,41-50
570,460857,1,0,29,0,Entertainment,1.0,Low,1.0,Cat_4,18-30
571,460859,1,1,51,1,Entertainment,1.0,Low,4.0,Cat_6,51-60
572,460860,1,1,52,1,Artist,6.0,Average,4.0,Cat_6,51-60
573,460861,1,0,20,0,Healthcare,1.0,Low,3.0,Cat_3,18-30
574,460866,1,0,26,1,Doctor,0.0,Low,9.0,Cat_4,18-30
575,460870,1,0,37,1,Healthcare,1.0,Low,2.0,Cat_4,31-40
576,460871,0,0,33,1,Healthcare,1.0,Low,2.0,Cat_6,31-40
577,460872,0,1,39,1,Artist,0.0,Low,2.0,Cat_4,31-40
578,460877,0,1,53,0,Artist,1.0,Average,5.0,Cat_6,51-60
579,460878,1,1,49,0,Entertainment,0.0,Average,4.0,Cat_6,41-50
580,460882,1,0,21,0,Healthcare,0.0,Low,2.0,Cat_3,18-30
581,460888,1,1,39,0,Homemaker,8.0,Low,1.0,Cat_6,31-40
582,460891,0,1,38,0,Artist,2.0,Average,4.0,Cat_3,31-40
583,460897,1,0,22,0,Healthcare,4.0,Low,4.0,Cat_6,18-30
584,460898,1,1,52,0,Artist,2.0,Average,4.0,Cat_6,51-60
585,460899,1,0,40,1,Entertainment,1.0,Low,3.0,Cat_6,31-40
586,460901,1,0,20,0,Doctor,8.0,Low,3.0,Cat_6,18-30
587,460902,1,0,41,1,Executive,1.0,Low,3.0,Cat_6,41-50
588,460905,1,0,30,1,Artist,1.0,Low,1.0,Cat_3,18-30
589,460906,0,1,89,1,Lawyer,1.0,High,3.0,Cat_6,81-90
590,460907,1,1,83,0,Lawyer,1.0,High,3.0,Cat_6,81-90
591,460923,1,1,53,1,Artist,0.0,Average,3.0,Cat_6,51-60
592,460924,1,0,31,0,Doctor,1.0,Low,5.0,Cat_2,31-40
593,460928,1,1,48,1,Artist,1.0,Average,4.0,Cat_6,41-50
594,460934,0,0,29,0,Doctor,0.0,Low,2.0,Cat_6,18-30
595,460935,1,1,87,1,Lawyer,0.0,Low,1.0,Cat_6,81-90
596,460945,1,0,19,0,Engineer,3.0,Low,7.0,Cat_6,18-30
597,460953,1,1,60,0,Entertainment,1.0,Low,2.0,Cat_6,51-60
598,460961,1,0,23,0,Healthcare,1.0,Low,2.0,Cat_3,18-30
599,460962,1,1,61,1,Executive,9.0,High,4.0,Cat_6,61-70
600,460963,0,0,27,1,Artist,1.0,Low,3.0,Cat_6,18-30
601,460968,1,1,32,0,Doctor,14.0,Average,2.0,Cat_3,31-40
602,460975,1,1,79,1,Lawyer,0.0,High,2.0,Cat_6,71-80
603,460976,1,0,19,0,Healthcare,1.0,Low,4.0,Cat_6,18-30
604,460977,1,1,42,1,Executive,0.0,High,3.0,Cat_4,41-50
605,460979,1,1,76,0,Lawyer,1.0,Low,1.0,Cat_6,71-80
606,460981,0,1,41,0,Marketing,1.0,Average,2.0,Cat_6,41-50
607,460984,1,1,38,1,Entertainment,0.0,Average,4.0,Cat_6,31-40
608,460988,1,1,43,1,Entertainment,0.0,Average,3.0,Cat_4,41-50
609,460989,1,0,19,0,Healthcare,1.0,Low,3.0,Cat_1,18-30
610,460991,0,0,28,1,Healthcare,1.0,Low,3.0,Cat_7,18-30
611,460993,1,1,56,1,Artist,0.0,Average,4.0,Cat_6,51-60
612,460999,1,0,28,1,Engineer,0.0,Low,3.0,Cat_3,18-30
613,461000,1,1,60,0,Marketing,1.0,High,2.0,Cat_3,51-60
614,461001,0,0,55,1,Artist,0.0,Low,2.0,Cat_3,51-60
615,461015,1,1,35,1,Entertainment,1.0,Average,2.0,Cat_3,31-40
616,461016,1,0,25,0,Healthcare,5.0,Low,5.0,Cat_3,18-30
617,461022,1,1,71,1,Artist,1.0,Low,1.0,Cat_3,71-80
618,461023,1,1,65,0,Lawyer,1.0,High,2.0,Cat_3,61-70
619,461024,1,1,74,1,Lawyer,1.0,Low,1.0,Cat_6,71-80
620,461028,0,0,20,0,Healthcare,5.0,Low,4.0,Cat_4,18-30
621,461029,1,1,43,0,Entertainment,9.0,Low,2.0,Cat_4,41-50
622,461034,0,0,20,0,Marketing,3.0,Low,6.0,Cat_3,18-30
623,461037,1,1,40,1,Healthcare,1.0,High,5.0,Cat_3,31-40
624,461038,0,1,46,1,Engineer,0.0,High,5.0,Cat_3,41-50
625,461041,0,1,65,0,Lawyer,1.0,High,7.0,Cat_3,61-70
626,461042,1,0,21,0,Healthcare,0.0,Low,2.0,Cat_4,18-30
627,461043,1,1,50,0,Healthcare,1.0,Low,7.0,Cat_4,41-50
628,461044,1,0,18,0,Healthcare,0.0,Low,5.0,Cat_4,18-30
629,461049,0,1,61,1,Doctor,1.0,Low,7.0,Cat_7,61-70
630,461050,1,1,49,1,Other,1.0,High,3.0,Cat_6,41-50
631,461053,1,1,39,0,Executive,1.0,High,4.0,Cat_3,31-40
632,461059,0,1,52,0,Lawyer,1.0,High,2.0,Cat_6,51-60
633,461060,1,1,56,1,Executive,0.0,High,5.0,Cat_6,51-60
634,461065,1,1,55,1,Executive,1.0,Low,6.0,Cat_3,51-60
635,461071,1,1,42,0,Engineer,1.0,Average,5.0,Cat_3,41-50
636,461078,0,0,33,0,Homemaker,0.0,Low,6.0,Cat_3,31-40
637,461082,1,0,19,0,Healthcare,3.0,Low,4.0,Cat_1,18-30
638,461085,0,0,27,0,Engineer,1.0,Low,1.0,Cat_3,18-30
639,461093,0,1,38,1,Artist,1.0,Average,4.0,Cat_3,31-40
640,461099,0,0,38,0,Artist,1.0,Low,4.0,Cat_3,31-40
641,461111,0,1,43,1,Doctor,8.0,Low,1.0,Cat_6,41-50
642,461114,1,1,53,1,Artist,1.0,Average,4.0,Cat_3,51-60
643,461116,1,1,33,0,Executive,4.0,High,4.0,Cat_3,31-40
644,461118,0,0,30,1,Healthcare,7.0,Low,2.0,Cat_3,18-30
645,461119,0,0,22,0,Healthcare,6.0,Low,3.0,Cat_3,18-30
646,461121,1,0,33,0,Doctor,0.0,Low,4.0,Cat_3,31-40
647,461124,1,0,21,0,Healthcare,1.0,Low,8.0,Cat_4,18-30
648,461127,1,0,20,0,Healthcare,1.0,Low,5.0,Cat_4,18-30
649,461128,1,0,19,0,Healthcare,3.0,Low,3.0,Cat_6,18-30
650,461129,0,1,58,1,Entertainment,1.0,Average,4.0,Cat_6,51-60
651,461131,1,1,67,1,Artist,1.0,High,2.0,Cat_6,61-70
652,461145,0,1,36,1,Entertainment,1.0,Low,2.0,Cat_3,31-40
653,461152,0,0,30,0,Homemaker,8.0,Low,2.0,Cat_3,18-30
654,461154,1,0,23,0,Homemaker,1.0,Low,4.0,Cat_3,18-30
655,461158,0,0,42,1,Entertainment,1.0,Low,2.0,Cat_3,41-50
656,461162,0,0,37,0,Marketing,8.0,Low,3.0,Cat_3,31-40
657,461163,0,1,58,0,Entertainment,9.0,Low,4.0,Cat_3,51-60
658,461168,0,1,26,0,Engineer,7.0,Average,2.0,Cat_3,18-30
659,461169,1,0,39,1,Entertainment,9.0,Low,2.0,Cat_3,31-40
660,461174,0,0,23,0,Marketing,1.0,Low,4.0,Cat_3,18-30
661,461177,1,1,41,0,Executive,8.0,Average,4.0,Cat_1,41-50
662,461178,1,1,26,0,Entertainment,0.0,Low,3.0,Cat_3,18-30
663,461179,0,1,25,0,Engineer,3.0,Low,3.0,Cat_3,18-30
664,461181,1,0,19,0,Healthcare,1.0,Low,4.0,Cat_3,18-30
665,461183,1,0,36,0,Executive,0.0,Low,5.0,Cat_3,31-40
666,461187,1,0,29,0,Healthcare,9.0,Low,4.0,Cat_3,18-30
667,461197,1,0,26,0,Marketing,1.0,Low,1.0,Cat_3,18-30
668,461198,0,0,78,1,Lawyer,1.0,Low,1.0,Cat_6,71-80
669,461201,0,0,55,1,Artist,1.0,Low,1.0,Cat_6,51-60
670,461205,1,0,26,1,Healthcare,1.0,Low,3.0,Cat_2,18-30
671,461211,0,0,46,1,Entertainment,0.0,Low,1.0,Cat_6,41-50
672,461214,1,0,29,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
673,461215,0,0,36,1,Artist,10.0,Low,1.0,Cat_6,31-40
674,461218,1,1,27,0,Executive,1.0,Low,6.0,Cat_6,18-30
675,461220,0,0,29,0,Executive,8.0,Low,3.0,Cat_6,18-30
676,461221,0,0,25,0,Marketing,1.0,Low,4.0,Cat_6,18-30
677,461225,0,0,30,0,Marketing,10.0,Low,6.0,Cat_6,18-30
678,461226,1,1,45,1,Other,1.0,Low,2.0,Cat_6,41-50
679,461230,0,0,21,0,Executive,0.0,Low,2.0,Cat_3,18-30
680,461232,0,1,41,1,Executive,1.0,High,2.0,Cat_3,41-50
681,461233,1,1,38,1,Entertainment,1.0,Low,2.0,Cat_3,31-40
682,461236,0,0,28,1,Healthcare,9.0,Low,1.0,Cat_6,18-30
683,461237,1,0,33,1,Doctor,1.0,Low,5.0,Cat_2,31-40
684,461241,1,1,31,1,Healthcare,7.0,Low,2.0,Cat_6,31-40
685,461242,1,1,45,1,Healthcare,0.0,Low,2.0,Cat_6,41-50
686,461243,1,1,47,1,Marketing,0.0,Low,5.0,Cat_6,41-50
687,461248,0,0,39,0,Healthcare,0.0,Low,1.0,Cat_6,31-40
688,461251,0,0,47,1,Marketing,1.0,Low,2.0,Cat_6,41-50
689,461252,0,1,53,1,Doctor,0.0,Low,1.0,Cat_3,51-60
690,461256,1,0,27,0,Doctor,1.0,Low,4.0,Cat_4,18-30
691,461257,1,1,37,1,Engineer,1.0,Average,2.0,Cat_4,31-40
692,461258,0,1,62,1,Artist,1.0,Average,3.0,Cat_4,61-70
693,461262,0,0,29,0,Engineer,0.0,Low,7.0,Cat_4,18-30
694,461263,0,1,51,1,Artist,0.0,Low,1.0,Cat_4,51-60
695,461265,1,0,30,0,Marketing,1.0,Low,6.0,Cat_4,18-30
696,461269,1,0,18,0,Entertainment,0.0,Low,4.0,Cat_4,18-30
697,461274,0,1,87,1,Lawyer,1.0,High,2.0,Cat_6,81-90
698,461276,1,1,68,1,Marketing,0.0,Low,2.0,Cat_7,61-70
699,461277,1,1,84,1,Lawyer,5.0,Low,1.0,Cat_6,81-90
700,461281,1,0,22,0,Healthcare,2.0,Low,9.0,Cat_2,18-30
701,461286,0,0,22,0,Doctor,2.0,Low,4.0,Cat_6,18-30
702,461289,1,0,21,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
703,461292,0,1,89,0,Lawyer,1.0,High,2.0,Cat_3,81-90
704,461297,1,1,73,0,Lawyer,0.0,High,2.0,Cat_6,71-80
705,461299,0,1,75,1,Lawyer,0.0,High,2.0,Cat_6,71-80
706,461303,0,0,20,0,Doctor,6.0,Low,4.0,Cat_2,18-30
707,461308,1,0,22,0,Healthcare,1.0,Low,2.0,Cat_6,18-30
708,461309,0,0,22,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
709,461313,1,1,63,1,Artist,0.0,Average,2.0,Cat_6,61-70
710,461314,1,1,46,1,Artist,1.0,Average,3.0,Cat_6,41-50
711,461319,1,1,58,0,Artist,0.0,Average,2.0,Cat_6,51-60
712,461320,0,0,41,1,Artist,1.0,Low,3.0,Cat_6,41-50
713,461322,1,1,42,1,Artist,0.0,Average,2.0,Cat_6,41-50
714,461323,0,1,43,1,Healthcare,6.0,Average,2.0,Cat_6,41-50
715,461324,0,0,49,1,Artist,3.0,Low,1.0,Cat_6,41-50
