,Step,Amount,Nameorig,OldbalanceOrg,NewbalanceOrig,NameDest,OldbalanceDest,NewbalanceDest,IsFlaggedFraud,Type_CASH_IN,Type_CASH_OUT,Type_DEBIT,Type_PAYMENT,Type_TRANSFER,IsFraud
3386,44,5039.29,4041490,7751.0,2711.71,2592472,0.0,0.0,0,False,False,False,True,False,0
3387,332,246595.85,3760743,30571.0,0.0,465827,178881.06,425476.91,0,False,True,False,False,False,0
3388,727,815384.83,2899700,815384.83,0.0,261461,1620575.26,2435960.09,0,False,True,False,False,False,1
3389,74,59813.61,2578512,59813.61,0.0,72618,0.0,59813.61,0,False,True,False,False,False,1
3390,236,227496.79,5675118,183309.78,0.0,71326,507960.83,735457.62,0,False,True,False,False,False,0
3391,178,468116.11,4113448,4014111.32,4482227.43,169675,971633.14,503517.03,0,True,False,False,False,False,0
3392,296,282272.93,5819552,282272.93,0.0,11054,142251.44,424524.37,0,False,True,False,False,False,1
3393,402,9889.52,96139,105430.0,95540.48,2021536,0.0,0.0,0,False,False,False,True,False,0
3394,221,574588.22,4860049,574588.22,0.0,319294,0.0,0.0,0,False,False,False,False,True,1
3395,179,345162.42,4782002,164.0,0.0,307511,151654.26,496816.68,0,False,False,False,False,True,0
3396,205,298674.47,5876037,41950.0,340624.47,408285,0.0,0.0,0,True,False,False,False,False,0
3397,572,262960.23,44208,262960.23,0.0,162176,0.0,0.0,0,False,False,False,False,True,1
3398,236,11404.65,1822671,10159.0,0.0,807203,0.0,0.0,0,False,False,False,True,False,0
3399,136,28754.95,376272,0.0,0.0,2186649,0.0,0.0,0,False,False,False,True,False,0
3400,233,16492.57,5346165,0.0,0.0,1934771,0.0,0.0,0,False,False,False,True,False,0
3401,306,154986.45,1653386,133424.0,0.0,204894,434306.9,589293.34,0,False,True,False,False,False,0
3402,351,8832.34,4560095,22312.0,13479.66,1269645,0.0,0.0,0,False,False,False,True,False,0
3403,140,969.39,5719960,63809.0,62839.61,1341286,0.0,0.0,0,False,False,False,True,False,0
3404,555,24424.67,1167913,24424.67,0.0,44676,0.0,24424.67,0,False,True,False,False,False,1
3405,227,456631.19,3768234,51549.0,508180.19,409711,3884553.5,3427922.31,0,True,False,False,False,False,0
3406,450,10000000.0,1814470,10000000.0,0.0,327033,415882.73,10415882.73,0,False,True,False,False,False,1
3407,43,89724.3,5580390,17277.0,0.0,109870,0.0,89724.3,0,False,True,False,False,False,0
3408,191,416284.7,6167164,416284.7,0.0,189700,0.0,0.0,0,False,False,False,False,True,1
3409,161,8720558.46,4978212,8720558.46,0.0,237060,0.0,0.0,0,False,False,False,False,True,1
3410,702,573266.42,2637122,573266.42,0.0,306341,0.0,573266.42,0,False,True,False,False,False,1
3411,300,136148.76,3255565,6814037.38,6950186.13,28191,188605.8,52457.04,0,True,False,False,False,False,0
3412,12,12009.6,1998857,450.0,0.0,2435091,0.0,0.0,0,False,False,False,True,False,0
3413,352,4921.82,591969,11966.0,7044.18,571018,0.0,4921.82,0,False,True,False,False,False,0
3414,240,806850.06,5004993,806850.06,0.0,563884,2045274.33,2852124.39,0,False,True,False,False,False,1
3415,94,32686.37,5385547,0.0,0.0,2033542,0.0,0.0,0,False,False,False,True,False,0
3416,255,112257.61,1401612,49007.0,0.0,560155,252025.13,364282.74,0,False,True,False,False,False,0
3417,609,564263.94,295561,564263.94,0.0,488403,1087753.58,1652017.52,0,False,True,False,False,False,1
3418,185,107736.83,2268815,0.0,0.0,129978,262232.97,369969.81,0,False,True,False,False,False,0
3419,361,3421212.04,5293302,3421212.04,0.0,551899,57076.37,3478288.41,0,False,True,False,False,False,1
3420,231,9220.29,4248839,30387.0,21166.71,2384380,0.0,0.0,0,False,False,False,True,False,0
3421,401,47401.62,2196558,30727.0,78128.62,83831,0.0,0.0,0,True,False,False,False,False,0
3422,408,4878.21,5626584,904.0,0.0,1979031,0.0,0.0,0,False,False,False,True,False,0
3423,155,381197.8,5737620,3718755.31,4099953.11,380433,1430137.38,1047494.0,0,True,False,False,False,False,0
3424,41,151528.72,4967254,22556.0,0.0,560795,3032.83,154561.55,0,False,True,False,False,False,0
3425,507,227304.91,2546076,227304.91,0.0,82190,80290.25,307595.16,0,False,True,False,False,False,1
3426,541,10000000.0,4478807,10000000.0,0.0,354413,0.0,10000000.0,0,False,True,False,False,False,1
3427,308,82506.93,3121135,0.0,0.0,220853,3873215.78,3955722.71,0,False,True,False,False,False,0
3428,485,277485.25,1991635,277485.25,0.0,405211,0.0,277485.25,0,False,True,False,False,False,1
3429,152,102945.99,4670953,102945.99,0.0,185541,0.0,0.0,0,False,False,False,False,True,1
3430,251,71161.44,81509,0.0,0.0,7392,1336339.46,1407500.9,0,False,True,False,False,False,0
3431,189,6130.22,3869697,179.0,0.0,1762922,0.0,0.0,0,False,False,False,True,False,0
3432,37,6848.68,5571873,5163531.22,5170379.9,185579,361890.68,355042.0,0,True,False,False,False,False,0
3433,143,3222396.0,5350116,3222396.0,0.0,431461,0.0,0.0,0,False,False,False,False,True,1
3434,414,10000000.0,2344629,10724264.21,724264.21,423986,0.0,0.0,0,False,False,False,False,True,1
3435,583,333390.18,1699150,333390.18,0.0,355689,0.0,0.0,0,False,False,False,False,True,1
3436,16,406528.2,5311090,0.0,0.0,564821,4113587.39,4520115.59,0,False,True,False,False,False,0
3437,724,309488.9,3496940,309488.9,0.0,507655,924407.13,1233896.04,0,False,True,False,False,False,1
3438,413,8536151.16,3485114,8536151.16,0.0,319352,0.0,0.0,0,False,False,False,False,True,1
3439,405,12307.7,1132580,1291.0,0.0,1295306,0.0,0.0,0,False,False,False,True,False,0
3440,296,5591414.49,2839046,5591414.49,0.0,440623,686963.07,6278377.55,0,False,True,False,False,False,1
3441,35,26052.61,3237605,0.0,0.0,1461905,0.0,0.0,0,False,False,False,True,False,0
3442,299,141057.66,4563271,2019498.98,2160556.65,398314,6657354.5,6516296.83,0,True,False,False,False,False,0
3443,161,10315.6,3155854,180878.0,170562.4,1880704,0.0,0.0,0,False,False,False,True,False,0
3444,277,14680.32,5761483,0.0,0.0,1419754,0.0,0.0,0,False,False,False,True,False,0
3445,228,9433.79,588134,65641.0,56207.21,555543,417995.7,427429.49,0,False,False,True,False,False,0
3446,712,16514.64,5619211,16514.64,0.0,180433,0.0,16514.64,0,False,True,False,False,False,1
3447,206,73700.1,506342,0.0,0.0,334244,1466854.07,1540554.17,0,False,True,False,False,False,0
3448,132,14267.62,3686496,208847.92,194580.3,619865,0.0,0.0,0,False,False,False,True,False,0
3449,558,2190762.32,1197617,2190762.32,0.0,401956,0.0,0.0,0,False,False,False,False,True,1
3450,205,49383.74,46202,31428.0,80811.74,344093,0.0,0.0,0,True,False,False,False,False,0
3451,327,41751.44,325218,213743.96,171992.52,2602400,0.0,0.0,0,False,False,False,True,False,0
3452,400,99238.24,592005,52256.0,151494.24,247240,781993.94,682755.7,0,True,False,False,False,False,0
3453,328,218627.2,4330836,0.0,0.0,552997,5684265.01,5902892.21,0,False,True,False,False,False,0
3454,350,5963850.34,430975,5963850.34,0.0,270901,0.0,0.0,0,False,False,False,False,True,1
3455,664,91101.22,440021,1724536.91,1815638.13,555373,237570.54,146469.32,0,True,False,False,False,False,0
3456,402,258954.31,1238088,8797357.31,9056311.61,153797,282771.26,23816.95,0,True,False,False,False,False,0
3457,663,803441.31,6040239,803441.31,0.0,40050,1006726.81,1810168.11,0,False,True,False,False,False,1
3458,687,60219.94,1421290,18413.0,78632.94,196182,0.0,0.0,0,True,False,False,False,False,0
3459,44,28594.85,4693975,9167524.99,9196119.84,38160,86088.73,57493.88,0,True,False,False,False,False,0
3460,14,258344.4,2274261,0.0,0.0,94710,1381224.27,2285668.52,0,False,True,False,False,False,0
3461,33,4077.61,2409860,76184.89,72107.28,646729,0.0,0.0,0,False,False,False,True,False,0
3462,35,3142.17,4999537,0.0,0.0,1474525,0.0,0.0,0,False,False,False,True,False,0
3463,300,140475.11,755809,3812472.0,3952947.11,129936,938237.67,797762.56,0,True,False,False,False,False,0
3464,333,75185.78,575895,117518.0,42332.22,248963,2418504.38,2493690.16,0,False,True,False,False,False,0
3465,474,6621.47,1763810,0.0,0.0,586770,0.0,0.0,0,False,False,False,True,False,0
3466,333,5002.41,4502071,0.0,0.0,916130,0.0,0.0,0,False,False,False,True,False,0
3467,332,9260.18,819762,22229.0,12968.82,1944063,0.0,0.0,0,False,False,False,True,False,0
3468,230,125282.43,6051055,6611090.57,6736373.0,247977,1079818.99,954536.56,0,True,False,False,False,False,0
3469,402,5549.67,5455606,187.0,0.0,1913663,0.0,0.0,0,False,False,False,True,False,0
3470,211,56122.49,1124429,0.0,0.0,297216,15485523.82,15541646.31,0,False,False,False,False,True,0
3471,331,224320.7,5218028,31749.0,0.0,146383,0.0,224320.7,0,False,True,False,False,False,0
3472,244,1946.74,3796333,1946.74,0.0,151641,403800.11,405746.85,0,False,True,False,False,False,1
3473,603,4099382.36,4284789,4099382.36,0.0,126137,0.0,0.0,0,False,False,False,False,True,1
3474,40,220783.43,5514489,0.0,0.0,69652,1594555.97,1815339.4,0,False,True,False,False,False,0
3475,213,32188.4,1015761,2510230.98,2542419.37,284866,1995045.09,1962856.7,0,True,False,False,False,False,0
3476,717,407275.43,1607295,407275.43,0.0,87974,0.0,0.0,0,False,False,False,False,True,1
3477,612,336232.98,802306,0.0,0.0,380807,2501669.48,2837902.47,0,False,True,False,False,False,0
3478,523,951451.17,1448479,951451.17,0.0,473178,1430666.86,2382118.03,0,False,True,False,False,False,1
3479,321,351268.75,63406,351268.75,0.0,59211,767889.35,1119158.1,0,False,True,False,False,False,1
3480,377,26076.01,2740255,10154.0,36230.01,454872,1385574.42,1359498.4,0,True,False,False,False,False,0
3481,363,216534.86,3031374,216534.86,0.0,554089,10068344.73,10284879.59,0,False,True,False,False,False,1
3482,394,2643.77,4599307,124.0,0.0,2664129,0.0,0.0,0,False,False,False,True,False,0
3483,212,94261.84,3179230,94261.84,0.0,147210,112303.11,206564.95,0,False,True,False,False,False,1
3484,635,1363674.48,3051285,1363674.48,0.0,368596,0.0,1363674.48,0,False,True,False,False,False,1
3485,20,127063.71,1546467,41639.0,0.0,340587,65162.57,192226.28,0,False,True,False,False,False,0
3486,131,214905.75,3417839,4916363.3,5131269.05,21538,695372.07,536486.15,0,True,False,False,False,False,0
3487,327,10043.63,877198,12890.0,2846.37,993290,0.0,0.0,0,False,False,False,True,False,0
3488,184,378964.53,2452836,10369.0,0.0,492536,0.0,378964.53,0,False,True,False,False,False,0
3489,331,1170490.61,4931054,13174.0,0.0,201797,3030942.38,4201432.99,0,False,False,False,False,True,0
3490,540,11035.69,1879269,27563.0,16527.31,2253246,0.0,0.0,0,False,False,False,True,False,0
3491,560,91655.26,1899264,91655.26,0.0,46264,0.0,0.0,0,False,False,False,False,True,1
3492,688,7442005.19,1698353,7442005.19,0.0,219762,0.0,0.0,0,False,False,False,False,True,1
3493,411,6370726.84,4785148,6370726.84,0.0,21452,49570.47,6420297.31,0,False,True,False,False,False,1
3494,690,5887.11,1979434,241994.83,236107.72,797151,0.0,0.0,0,False,False,False,True,False,0
3495,243,1290193.08,5946704,1290193.08,0.0,348099,0.0,1290193.08,0,False,True,False,False,False,1
3496,12,241467.56,2863877,15399.0,256866.56,297495,338476.0,599671.32,0,True,False,False,False,False,0
3497,283,162201.64,5598471,0.0,0.0,53816,8090619.59,8252821.23,0,False,True,False,False,False,0
3498,379,347166.83,2453034,10636.0,0.0,204165,1170869.18,1518036.01,0,False,True,False,False,False,0
3499,180,204280.98,5037710,23412.0,0.0,445668,266579.62,1338684.06,0,False,True,False,False,False,0
3500,359,7428844.46,2644920,7428844.46,0.0,527610,0.0,0.0,0,False,False,False,False,True,1
3501,395,561753.58,6178720,350.0,0.0,570079,0.0,561753.58,0,False,False,False,False,True,0
3502,352,75734.99,3723767,75734.99,0.0,166181,0.0,0.0,0,False,False,False,False,True,1
3503,78,1735647.47,4139825,1735647.47,0.0,161447,0.0,0.0,0,False,False,False,False,True,1
3504,478,16367.63,5053132,5934.0,0.0,595965,0.0,0.0,0,False,False,False,True,False,0
3505,285,6283.56,2210241,20272.0,13988.44,807745,0.0,0.0,0,False,False,False,True,False,0
3506,235,5390.2,4661463,105024.74,99634.55,813005,0.0,0.0,0,False,False,False,True,False,0
3507,137,187228.24,1053496,6649292.2,6836520.43,267827,577596.59,390368.36,0,True,False,False,False,False,0
3508,446,311487.14,2353813,311487.14,0.0,494900,753508.71,1064995.85,0,False,True,False,False,False,1
3509,10,1526.95,2693639,313406.44,311879.49,2522162,0.0,0.0,0,False,False,False,True,False,0
3510,592,233086.46,1844338,0.0,0.0,56706,1767069.08,2000155.54,0,False,True,False,False,False,0
3511,64,1814483.97,2281167,1814483.97,0.0,268310,0.0,1814483.97,0,False,True,False,False,False,1
3512,182,110822.97,3883443,0.0,0.0,498523,227527.94,338350.92,0,False,True,False,False,False,0
3513,17,1172.33,4224300,0.0,0.0,2103691,0.0,0.0,0,False,False,False,True,False,0
3514,12,62182.82,2887072,8156154.56,8218337.38,358295,1420919.36,1539950.56,0,True,False,False,False,False,0
3515,95,33676.59,265,33676.59,0.0,224555,0.0,33676.59,0,False,True,False,False,False,1
3516,208,105989.37,4184262,7142070.47,7248059.84,381638,348263.49,242274.12,0,True,False,False,False,False,0
3517,56,1932200.59,2957681,1932200.59,0.0,305647,0.0,1932200.59,0,False,True,False,False,False,1
3518,704,8813323.11,146530,8813323.11,0.0,458815,0.0,0.0,0,False,False,False,False,True,1
3519,102,46081.45,30393,46081.45,0.0,21550,0.0,0.0,0,False,False,False,False,True,1
3520,396,640660.0,6173318,0.0,0.0,301160,5159482.55,5800142.55,0,False,False,False,False,True,0
3521,653,598426.68,5210822,598426.68,0.0,403739,0.0,0.0,0,False,False,False,False,True,1
3522,479,28029.13,3663209,0.0,28029.13,129860,3037838.81,3009809.68,0,True,False,False,False,False,0
3523,306,120098.1,4875917,540.0,0.0,401772,152002.03,272100.13,0,False,True,False,False,False,0
3524,583,459378.91,2110169,459378.91,0.0,487574,0.0,0.0,0,False,False,False,False,True,1
3525,328,52208.79,3046278,4255656.42,4307865.21,91069,1569775.87,1517567.07,0,True,False,False,False,False,0
3526,228,16218.94,5874523,31076.0,14857.06,2671128,0.0,0.0,0,False,False,False,True,False,0
3527,688,17955.85,310931,0.0,0.0,1153390,0.0,0.0,0,False,False,False,True,False,0
3528,400,1290.32,559419,0.0,0.0,2601343,0.0,0.0,0,False,False,False,True,False,0
3529,274,529659.95,4887148,529659.95,0.0,17273,333075.03,862734.98,0,False,True,False,False,False,1
3530,380,2638.69,2300944,0.0,0.0,1661922,0.0,0.0,0,False,False,False,True,False,0
3531,276,131306.64,3103987,213.0,0.0,235955,1066675.72,1197982.36,0,False,True,False,False,False,0
3532,164,5519.78,566803,572.0,0.0,869905,0.0,0.0,0,False,False,False,True,False,0
3533,379,48989.38,47531,0.0,0.0,542088,280688.04,329677.43,0,False,True,False,False,False,0
3534,286,103124.43,1454342,103124.43,0.0,546009,0.0,103124.43,0,False,True,False,False,False,1
3535,302,26213.92,3250658,125.0,26338.92,473615,383946.18,357732.26,0,True,False,False,False,False,0
3536,271,5926745.36,3856112,5926745.36,0.0,377057,2380392.38,8307137.74,0,False,True,False,False,False,1
3537,43,151884.19,321704,79128.0,231012.19,456750,60905.5,0.0,0,True,False,False,False,False,0
3538,58,106673.26,1977312,106673.26,0.0,404029,0.0,106673.26,0,False,True,False,False,False,1
3539,231,13249.77,1286480,353915.0,340665.23,699029,0.0,0.0,0,False,False,False,True,False,0
3540,161,229713.48,4273194,21271648.03,21501361.51,484498,1336845.79,1107132.32,0,True,False,False,False,False,0
3541,726,765104.94,2373288,765104.94,0.0,329208,2272254.15,3037359.09,0,False,True,False,False,False,1
3542,353,13774.15,5817375,13774.15,0.0,470806,0.0,0.0,0,False,False,False,False,True,1
3543,305,129622.56,3237320,0.0,0.0,394599,631491.96,761114.52,0,False,True,False,False,False,0
3544,577,763170.76,2966288,763170.76,0.0,532014,452739.47,1215910.23,0,False,True,False,False,False,1
3545,305,5449.11,3894253,0.0,0.0,680743,0.0,0.0,0,False,False,False,True,False,0
3546,297,492614.66,4448597,0.0,0.0,231576,2934172.53,3426787.19,0,False,True,False,False,False,0
3547,182,22524.88,3314577,0.0,0.0,2664641,0.0,0.0,0,False,False,False,True,False,0
3548,185,366930.2,3251115,455.0,0.0,278163,31034.0,397964.2,0,False,True,False,False,False,0
3549,270,395531.72,4699659,395531.72,0.0,80607,0.0,0.0,0,False,False,False,False,True,1
3550,138,113863.56,585097,15659.0,129522.56,166549,73921.65,0.0,0,True,False,False,False,False,0
3551,425,486175.4,2423009,486175.4,0.0,176676,0.0,486175.4,0,False,True,False,False,False,1
3552,403,108380.84,3708523,10567.0,0.0,45535,1474738.93,1573079.5,0,False,True,False,False,False,0
3553,255,5837.81,1837992,37615.62,31777.81,2693264,0.0,0.0,0,False,False,False,True,False,0
3554,208,552398.91,5388266,6353.0,558751.91,204221,16254.69,0.0,0,True,False,False,False,False,0
3555,163,21739.21,5132333,224.0,0.0,592921,0.0,0.0,0,False,False,False,True,False,0
3556,163,76895.23,3097344,1597491.7,1674386.93,40730,14446854.71,14369959.47,0,True,False,False,False,False,0
3557,237,139351.39,325187,1002.0,140353.39,542903,2825769.06,2686417.67,0,True,False,False,False,False,0
3558,10,187866.47,3133215,21034.0,0.0,220257,103519.0,0.0,0,False,True,False,False,False,0
3559,296,3080973.39,3649857,3080973.39,0.0,243483,201833.93,3282807.32,0,False,True,False,False,False,1
3560,155,19010.88,2692654,0.0,0.0,1597780,0.0,0.0,0,False,False,False,True,False,0
3561,132,299410.15,3111588,0.0,0.0,10367,410931.9,710342.05,0,False,True,False,False,False,0
3562,159,164135.7,6279513,2503742.27,2667877.97,394111,1701927.46,1537791.77,0,True,False,False,False,False,0
3563,17,6323.99,226298,760259.27,766583.26,483201,351804.28,345480.29,0,True,False,False,False,False,0
3564,322,9790.53,4448786,0.0,0.0,587455,0.0,0.0,0,False,False,False,True,False,0
3565,5,120074.73,570922,120074.73,0.0,397563,0.0,120074.73,0,False,True,False,False,False,1
3566,33,172000.46,3043774,11450542.61,11622543.07,480444,433366.32,261365.86,0,True,False,False,False,False,0
3567,455,2108589.59,5561834,2108589.59,0.0,456661,0.0,2108589.59,0,False,True,False,False,False,1
3568,186,220784.15,3077661,102557.0,0.0,444115,1380200.78,1600984.93,0,False,True,False,False,False,0
3569,331,81689.08,5570429,42033.0,123722.08,248413,0.0,0.0,0,True,False,False,False,False,0
3570,279,230216.56,3999026,54961.0,0.0,337969,0.0,230216.56,0,False,True,False,False,False,0
3571,14,80580.27,605392,10171.0,0.0,272029,1526285.51,1498016.7,0,False,True,False,False,False,0
3572,260,108507.43,4100189,6407888.21,6516395.65,78896,1770609.93,1662102.5,0,True,False,False,False,False,0
3573,206,12122.59,3058960,0.0,0.0,2689678,0.0,0.0,0,False,False,False,True,False,0
3574,373,32514.52,1509392,0.0,0.0,485821,773320.71,805835.23,0,False,True,False,False,False,0
3575,332,58920.47,6238015,7074238.38,7133158.85,476699,63616.88,4696.41,0,True,False,False,False,False,0
3576,325,6210.79,5369397,0.0,0.0,2429252,0.0,0.0,0,False,False,False,True,False,0
3577,425,19421.77,4237717,19421.77,0.0,147867,663000.64,682422.4,0,False,True,False,False,False,1
3578,465,1760061.57,2979988,1760061.57,0.0,109088,142305.44,1902367.02,0,False,True,False,False,False,1
3579,184,254041.08,2182514,201606.0,0.0,9386,538035.75,792076.83,0,False,True,False,False,False,0
3580,235,131886.64,4950460,0.0,0.0,332676,2821935.15,2953821.79,0,False,True,False,False,False,0
3581,188,100092.38,5504219,99271.0,0.0,194909,57225.65,157318.02,0,False,False,False,False,True,0
3582,136,497725.16,676010,11457.0,0.0,65132,1999979.05,2497704.21,0,False,True,False,False,False,0
3583,156,773696.12,1422414,773696.12,0.0,332332,0.0,773696.12,0,False,True,False,False,False,1
3584,153,123121.19,3641340,0.0,0.0,561843,5370288.0,5493409.19,0,False,True,False,False,False,0
3585,157,1946687.34,1882972,1946687.34,0.0,342383,0.0,1946687.34,0,False,True,False,False,False,1
3586,683,71429.43,3200540,0.0,0.0,180996,8872330.68,8943760.11,0,False,True,False,False,False,0
3587,402,55785.13,2772464,0.0,0.0,2004144,0.0,0.0,0,False,False,False,True,False,0
3588,350,296498.5,4703995,0.0,0.0,116437,1179121.7,1475620.2,0,False,True,False,False,False,0
3589,17,104634.1,3180608,0.0,0.0,253663,118746.65,45789.0,0,False,True,False,False,False,0
3590,204,303329.12,1679853,354.0,0.0,132974,0.0,303329.12,0,False,True,False,False,False,0
3591,741,10000000.0,2193920,10000000.0,0.0,74217,192912.98,10192912.98,0,False,True,False,False,False,1
3592,16,7549.24,6013823,99277.0,91727.76,418755,123670.42,131219.66,0,False,True,False,False,False,0
3593,207,328110.3,4836658,328110.3,0.0,408937,0.0,0.0,0,False,False,False,False,True,1
3594,590,218549.62,2265807,34251.0,0.0,470740,31562.9,250112.52,0,False,True,False,False,False,0
3595,110,93732.16,4361762,93732.16,0.0,291651,131244.99,224977.15,0,False,True,False,False,False,1
3596,201,7566.57,2990558,104585.0,97018.43,1045388,0.0,0.0,0,False,False,False,True,False,0
3597,137,131979.69,643192,11262.0,0.0,248515,819711.03,951690.72,0,False,False,False,False,True,0
3598,482,37831.15,3088018,37831.15,0.0,97589,918489.62,956320.77,0,False,True,False,False,False,1
3599,134,16618.64,4878848,256370.67,239752.02,1451107,0.0,0.0,0,False,False,False,True,False,0
3600,18,164382.06,6280156,13227.0,0.0,253208,120532.02,284914.08,0,False,True,False,False,False,0
3601,18,4452.18,2982127,18658.59,14206.41,2021369,0.0,0.0,0,False,False,False,True,False,0
3602,213,1835523.44,2988448,1835523.44,0.0,467888,0.0,0.0,0,False,False,False,False,True,1
3603,589,225711.53,4715784,41249.0,266960.53,426517,2026278.99,1800567.46,0,True,False,False,False,False,0
3604,13,32498.18,3111003,192.0,0.0,2011065,0.0,0.0,0,False,False,False,True,False,0
3605,507,7239986.95,2810758,7239986.95,0.0,332459,0.0,0.0,0,False,False,False,False,True,1
3606,640,40867.66,6110647,40867.66,0.0,364188,0.0,0.0,0,False,False,False,False,True,1
3607,20,29440.47,2972872,1160242.09,1189682.56,36011,2380059.9,2350619.43,0,True,False,False,False,False,0
3608,280,2510.01,5001096,3101.0,590.99,930618,0.0,0.0,0,False,False,False,True,False,0
3609,15,12091.2,3564106,175798.83,163707.62,1677423,0.0,0.0,0,False,False,False,True,False,0
3610,305,10000000.0,5584491,10000000.0,0.0,449185,0.0,10000000.0,0,False,True,False,False,False,1
3611,186,229909.57,3921836,0.0,0.0,183649,0.0,229909.57,0,False,True,False,False,False,1
3612,18,35892.87,5778257,118706.0,82813.13,198181,0.0,35892.87,0,False,True,False,False,False,0
3613,176,351332.16,2542276,351332.16,0.0,90371,0.0,0.0,0,False,False,False,False,True,1
3614,316,158279.4,5952776,158279.4,0.0,108606,778522.62,936802.02,0,False,True,False,False,False,1
3615,401,16894.66,3486150,0.0,0.0,2317774,0.0,0.0,0,False,False,False,True,False,0
3616,357,4810.53,1669371,0.0,0.0,680920,0.0,0.0,0,False,False,False,True,False,0
3617,281,43433.3,2316210,13442.0,0.0,215968,246264.92,289698.22,0,False,True,False,False,False,0
3618,42,122867.81,1650394,11076.0,0.0,396200,0.0,122867.81,0,False,True,False,False,False,0
3619,632,480404.03,5178350,480404.03,0.0,222239,40564.78,520968.81,0,False,True,False,False,False,1
3620,182,58466.94,5246476,1331846.39,1390313.33,110702,295284.34,236817.4,0,True,False,False,False,False,0
3621,333,44596.06,3647515,4891903.15,4936499.2,121605,554951.2,510355.14,0,True,False,False,False,False,0
3622,276,85548.93,5151560,1271.0,0.0,74944,335675.36,421224.29,0,False,True,False,False,False,0
3623,66,3444943.59,906332,3444943.59,0.0,126273,217174.65,3662118.24,0,False,True,False,False,False,1
3624,522,221989.4,3331239,0.0,0.0,155353,769429.63,991419.03,0,False,False,False,False,True,0
3625,324,152592.95,5675937,428956.0,276363.05,60292,983430.53,1136023.48,0,False,True,False,False,False,0
3626,693,463891.31,5643323,463891.31,0.0,537304,138792.98,602684.29,0,False,True,False,False,False,1
3627,143,32076.17,61377,32076.17,0.0,249773,905007.28,937083.46,0,False,True,False,False,False,1
3628,161,135399.4,5203766,11688.0,147087.4,171384,1394422.14,1259022.74,0,True,False,False,False,False,0
3629,131,92992.18,3942809,0.0,0.0,51203,779291.23,872283.42,0,False,True,False,False,False,0
3630,718,376639.05,5484849,376639.05,0.0,249690,0.0,376639.05,0,False,True,False,False,False,1
3631,252,5585.64,3673837,14288.92,8703.28,1926539,0.0,0.0,0,False,False,False,True,False,0
3632,281,236654.6,6074018,129233.0,0.0,448579,290502.12,527156.72,0,False,True,False,False,False,0
3633,345,190781.33,4817631,40695.0,231476.33,225024,75787.08,0.0,0,True,False,False,False,False,0
3634,720,71439.81,1505788,71439.81,0.0,260612,106159.59,177599.4,0,False,True,False,False,False,1
3635,284,16241.28,2947461,21274.0,5032.72,2000833,0.0,0.0,0,False,False,False,True,False,0
3636,179,17066.99,4042641,0.0,0.0,1321046,0.0,0.0,0,False,False,False,True,False,0
3637,181,410299.86,5455264,410299.86,0.0,199106,53516.34,463816.19,0,False,True,False,False,False,1
3638,8,327777.15,3935954,58174.64,385951.79,65450,880582.01,2261741.99,0,True,False,False,False,False,0
3639,164,576243.23,5959366,1022.0,0.0,567775,0.0,432290.85,0,False,False,False,False,True,0
3640,240,74076.48,1934987,74076.48,0.0,43522,0.0,0.0,0,False,False,False,False,True,1
3641,178,255386.07,3348643,18424.0,0.0,99068,167999.47,423385.55,0,False,True,False,False,False,0
3642,191,4012.27,2302261,11557.0,7544.73,2194146,0.0,0.0,0,False,False,False,True,False,0
3643,202,54818.3,42836,0.0,0.0,169554,2685427.7,2740246.01,0,False,True,False,False,False,0
3644,287,12375689.05,1338953,0.0,0.0,299313,16386151.16,28761840.2,0,False,False,False,False,True,0
3645,355,5338162.8,5111312,5338162.8,0.0,558730,0.0,0.0,0,False,False,False,False,True,1
3646,402,226333.1,184219,0.0,0.0,235500,9466029.96,9692363.06,0,False,False,False,False,True,0
3647,157,290433.9,4397835,15004.0,0.0,338612,0.0,290433.9,0,False,True,False,False,False,0
3648,282,10374.3,6258863,10215.0,0.0,1885773,0.0,0.0,0,False,False,False,True,False,0
3649,162,54647.68,1159891,2789726.35,2844374.03,388272,56758.19,2110.51,0,True,False,False,False,False,0
3650,309,444147.82,1439190,72994.87,0.0,462763,2178535.92,2622683.74,0,False,True,False,False,False,0
3651,13,47093.22,2036188,52.0,0.0,2478682,0.0,0.0,0,False,False,False,True,False,0
3652,9,14928.02,5206694,165022.01,150093.99,973700,0.0,0.0,0,False,False,False,True,False,0
3653,601,74854.93,5355833,74854.93,0.0,21878,8622604.94,8697459.86,0,False,True,False,False,False,1
3654,556,544352.53,1138020,544352.53,0.0,365839,0.0,0.0,0,False,False,False,False,True,1
3655,625,1040303.44,5056570,1040303.44,0.0,505061,1794359.1,2834662.54,0,False,True,False,False,False,1
3656,376,221120.58,2267869,83005.0,304125.58,85621,208927.2,0.0,0,True,False,False,False,False,0
3657,169,6533.62,3888190,449.0,0.0,1572071,0.0,0.0,0,False,False,False,True,False,0
3658,228,6101.66,1952951,0.0,0.0,2052189,0.0,0.0,0,False,False,False,True,False,0
3659,284,71694.77,4583146,0.0,0.0,486490,8072859.03,8144553.8,0,False,True,False,False,False,0
3660,181,333702.88,889362,21242.0,0.0,217921,0.0,333702.88,0,False,True,False,False,False,0
3661,207,509994.54,2785491,60845.0,570839.54,431716,0.0,0.0,0,True,False,False,False,False,0
3662,401,48473.53,2296242,521070.0,472596.47,2549505,0.0,0.0,0,False,False,False,True,False,0
